"year","hatchdate","cs","layday","recruit"
2017,120,8,10,2
2017,120,9,8,0
2019,112,7,2,0
2019,125,9,15,0
2019,129,8,20,0
2020,128,10,17,0
2017,128,9,15,0
2017,125,7,17,0
2016,142,8,32,0
2016,142,4,31,0
2017,121,7,9,0
2016,143,5,36,0
2016,145,8,35,0
2017,121,6,11,0
2016,146,6,40,0
2018,135,9,24,3
2016,146,8,36,0
2017,119,8,8,0
2018,136,7,24,0
2017,122,5,9,2
2016,148,5,40,0
2017,121,7,9,2
2017,125,4,21,1
2017,123,6,13,1
2018,134,10,20,0
2017,123,9,7,2
2019,119,13,2,0
2017,123,7,14,0
2019,127,8,18,0
2018,133,7,21,1
2017,125,9,14,0
2018,132,7,22,1
2018,137,11,24,2
2019,118,8,0,1
2018,136,6,23,1
2018,133,8,22,2
2018,131,9,18,1
2018,127,6,19,1
2019,122,11,9,2
2018,139,12,26,1
2018,135,7,23,0
2019,120,10,2,0
2018,138,10,25,3
2018,141,8,31,2
2020,127,8,17,3
2021,140,8,19,0
2020,127,9,15,0
2019,130,8,21,0
2018,140,11,27,2
2020,131,10,18,0
2019,119,10,4,0
2019,122,8,11,0
2017,133,7,22,0
2017,136,10,25,0
2018,128,8,18,2
2018,126,6,17,0
2019,122,10,8,1
2017,123,7,11,1
2017,120,6,9,1
2017,122,7,11,0
2018,131,8,16,1
2017,124,9,12,0
2019,115,9,-2,1
2018,127,10,16,1
2017,122,13,12,0
2018,141,5,32,0
2017,122,7,14,0
2018,136,8,23,0
2019,127,7,15,0
2021,131,8,19,1
2019,131,8,20,0
2019,132,8,22,0
2019,123,9,10,1
2019,123,9,12,1
2022,129,10,16,1
2019,119,11,2,0
2018,132,7,19,4
2018,143,8,34,1
2018,136,18,26,2
2019,122,9,11,0
2018,135,9,22,3
2019,129,10,14,0
2019,126,9,17,0
2019,129,9,18,0
2019,121,8,10,1
2019,124,7,11,0
2018,138,8,27,2
2020,125,6,15,0
2019,122,6,12,0
2017,122,9,11,1
2019,120,10,2,0
2018,137,10,23,0
2019,120,9,1,0
2019,119,10,5,1
2020,128,9,17,2
2021,132,8,20,1
2021,130,9,19,1
2019,131,9,22,0
2023,131,9,20,0
2020,125,10,12,0
2022,122,11,11,1
2019,117,9,3,1
2019,126,6,18,0
2019,119,9,2,1
2019,119,6,6,0
2020,126,9,12,0
2019,119,11,4,2
2021,130,6,20,1
2022,123,9,13,1
2019,130,7,21,0
2020,126,8,15,1
2023,130,9,17,0
2022,128,9,18,0
2019,130,9,20,1
2021,135,8,23,2
2020,127,9,16,1
2019,124,9,4,0
2019,125,9,13,0
2019,127,7,19,0
2021,142,9,24,0
2021,144,12,23,0
2020,137,10,25,0
2021,130,6,20,0
2020,133,6,23,0
2020,132,6,23,0
2020,129,8,19,0
2021,119,7,8,0
2021,127,11,10,1
2022,123,11,9,0
2020,127,10,15,1
2019,115,10,1,2
2018,130,6,22,0
2018,138,7,29,0
2018,140,11,26,0
2019,121,12,3,0
2018,138,9,24,0
2017,125,8,16,0
2018,133,12,19,0
2019,122,8,1,0
2018,135,8,26,0
2017,128,6,19,0
2019,125,7,17,2
2021,137,8,22,0
2020,129,7,19,0
2022,129,9,17,1
2019,135,7,25,0
2019,131,11,19,1
2019,127,8,17,0
2021,134,10,19,0
2020,128,6,19,0
2019,136,10,27,1
2019,123,10,11,0
2019,124,9,14,0
2019,126,8,16,0
2020,127,8,16,3
2021,130,8,19,1
2019,115,8,3,0
2020,132,6,22,2
2019,115,12,-4,1
2019,165,5,59,0
2022,133,6,20,2
2019,123,7,14,0
2021,144,7,26,3
2020,128,7,18,1
2019,129,9,19,1
2020,128,8,18,0
2019,121,10,10,1
2019,123,8,11,0
2020,131,7,22,0
2019,132,10,21,0
2021,122,8,12,0
2019,134,8,25,0
2019,132,8,20,0
2019,122,9,10,2
2019,121,13,2,0
2022,129,10,17,2
2021,136,8,23,1
2020,136,6,28,0
2019,129,6,20,1
2020,136,9,24,0
2019,116,9,3,0
2019,118,8,5,0
2020,129,8,17,1
2021,131,8,19,3
2019,131,7,20,0
2019,132,7,22,0
2019,133,10,19,1
2019,132,8,22,0
2021,131,7,21,2
2022,124,9,13,0
2021,132,6,23,1
2022,133,8,21,0
2021,135,8,24,0
2023,136,7,27,0
2022,126,7,17,0
2023,139,7,29,0
2022,136,10,19,0
2022,119,7,10,0
2022,NA,8,18,0
2022,135,6,27,0
2021,140,4,31,0
2020,136,6,27,0
2021,142,5,30,0
2022,124,5,15,0
2023,137,6,18,0
2022,139,9,29,0
2023,145,8,34,0
2022,131,7,20,0
2023,133,7,23,0
2022,128,8,19,0
2022,132,10,18,0
2022,128,9,16,0
2022,127,10,15,0
2023,134,10,20,0
2023,141,8,32,0
2023,132,9,20,0
2023,138,6,29,0
2019,127,7,17,0
2019,126,7,18,1
2021,139,10,23,0
2022,135,9,19,0
2020,134,10,20,0
2019,127,9,17,0
2019,114,6,3,0
2018,132,8,24,2
2018,134,10,22,2
2018,134,8,24,3
2019,122,8,11,0
2018,134,9,23,0
2019,121,10,6,0
2020,128,6,18,0
2019,123,10,11,0
2019,133,9,24,0
2019,118,10,4,0
2020,128,10,15,0
2019,123,8,12,0
2019,128,12,12,0
2018,139,11,27,2
2018,131,10,20,2
2019,133,10,21,0
2019,129,9,19,1
2018,135,9,26,1
2018,133,8,22,0
2021,137,9,22,1
2020,125,9,13,2
2019,121,11,5,0
2019,126,11,12,0
2019,121,8,1,0
2019,122,8,13,0
2020,134,7,25,0
2020,129,7,16,0
2019,119,10,-1,1
2021,131,9,18,1
2019,124,8,14,0
2020,126,10,14,0
2019,124,11,13,1
2020,129,8,17,0
2019,126,8,17,1
2020,133,9,21,0
2022,125,7,15,1
2021,129,6,18,1
2020,133,7,22,1
2023,132,8,19,0
2020,131,8,21,0
2021,136,8,25,1
2019,127,10,4,0
2019,130,7,23,0
2019,124,10,12,0
2020,128,8,17,3
2019,127,10,14,0
2021,131,7,20,1
2021,138,8,21,1
2020,133,10,22,0
2019,128,9,19,0
2021,135,6,25,1
2020,134,8,22,1
2019,132,9,22,0
2022,134,8,17,0
2021,140,11,24,0
2021,129,6,15,0
2021,135,7,23,0
2021,143,13,16,0
2022,130,6,19,0
2021,144,6,35,1
2022,131,6,19,0
2022,134,11,21,1
2023,146,7,37,0
2023,137,6,25,0
2023,134,9,22,0
2023,127,8,13,0
2023,136,10,24,0
2023,135,11,19,0
2023,134,9,19,0
2023,132,6,20,0
2023,129,9,15,0
2023,139,10,26,0
2023,128,6,19,0
2023,135,8,23,0
2023,132,8,19,0
2023,132,8,21,0
2023,143,8,35,0
2023,132,8,21,0
2023,139,7,28,0
2023,140,7,30,0
2023,135,6,25,0
2020,129,8,18,0
2022,130,12,14,1
2019,132,9,23,0
2020,130,7,19,0
2019,131,6,23,0
2019,122,8,12,0
2019,118,10,4,0
2019,125,9,16,0
2020,132,9,20,0
2019,123,8,13,0
2019,132,8,22,0
2019,123,12,9,0
2019,133,9,23,0
2023,NA,9,17,0
2021,132,9,19,2
2021,135,6,24,0
2021,127,8,15,1
2022,126,8,17,1
2021,147,7,31,1
2022,130,10,18,1
2021,133,7,20,0
2023,145,7,31,0
2021,134,7,23,0
2022,123,10,11,1
2021,136,6,24,1
2023,128,8,16,0
2022,124,8,14,2
2021,139,5,30,0
2021,129,5,20,0
2020,135,6,26,0
2019,128,5,21,0
2019,119,11,3,2
2019,121,8,12,1
2019,126,11,12,0
2020,127,10,15,0
2019,127,8,18,0
2020,128,8,18,0
2019,116,9,0,3
2020,121,7,9,0
2020,124,7,13,0
2020,118,8,7,0
2019,115,9,2,1
2019,125,12,10,0
2021,128,8,15,0
2021,125,7,14,0
2021,136,8,23,1
2022,124,10,9,0
2021,133,5,23,1
2021,130,9,17,0
2021,143,7,33,1
2021,135,7,23,0
2021,134,6,25,0
2019,113,9,0,1
2020,128,9,15,1
2020,127,11,13,0
2019,125,5,14,0
2020,131,10,18,1
2019,125,10,13,0
2019,125,9,14,0
2021,128,9,15,1
2020,131,8,20,1
2012,129,9,10,0
2015,133,10,21,0
2013,142,8,32,0
2012,130,8,14,0
2012,131,10,13,1
2012,133,8,22,0
2013,145,7,34,2
2009,128,11,15,1
2009,NA,7,16,0
2012,129,9,12,0
2010,128,10,16,1
2010,132,8,21,2
2011,122,12,9,0
2012,NA,10,23,0
2010,129,10,16,0
2010,133,11,21,0
2010,135,8,25,2
2013,140,9,29,0
2011,120,11,8,0
2012,NA,7,10,0
2010,126,10,14,1
2010,136,10,23,1
2012,NA,12,26,0
2010,137,8,27,1
2010,124,9,14,1
2010,132,11,18,2
2010,131,9,19,2
2010,127,9,15,0
2010,130,10,19,0
2010,125,9,14,2
2013,136,6,27,0
2010,126,10,14,1
2011,117,10,5,4
2012,144,8,35,0
2012,121,7,7,0
2010,128,7,19,1
2010,133,6,23,0
2010,135,10,24,0
2010,133,7,24,0
2012,138,6,25,0
2010,135,8,24,3
2012,130,9,11,0
2010,137,11,24,1
2010,138,9,27,0
2008,133,7,16,0
2008,134,7,22,0
2008,136,8,26,0
2008,141,8,31,0
2008,142,8,26,0
2008,143,6,35,0
2008,144,8,36,0
2010,120,9,9,0
2008,147,9,34,0
2010,128,11,14,0
2009,126,9,15,0
2009,129,9,14,0
2010,145,10,32,0
2009,131,11,19,0
2012,139,11,20,0
2010,135,11,21,0
2011,122,8,12,0
2010,133,7,23,1
2010,130,9,19,0
2010,127,10,13,0
2010,129,9,17,1
2009,138,8,30,1
2009,129,9,19,1
2010,127,9,15,1
2009,122,10,9,3
2010,127,11,13,1
2011,117,11,3,2
2012,123,9,5,0
2009,126,9,16,0
2010,126,12,12,0
2009,128,9,17,0
2012,126,9,10,0
2010,130,8,19,0
2011,125,9,14,1
2010,133,9,22,2
2010,123,5,16,0
2010,126,11,13,0
2010,137,9,25,0
2010,131,10,19,0
2010,131,7,19,0
2010,131,8,20,0
2012,126,10,9,4
2010,131,10,15,2
2010,131,11,17,0
2012,137,8,14,0
2012,151,8,10,0
2010,126,10,14,1
2009,126,8,17,1
2010,124,7,11,0
2009,124,6,17,0
2010,124,11,11,0
2009,126,9,16,1
2010,150,10,41,0
2009,127,8,16,2
2009,128,10,16,1
2009,129,9,16,1
2009,129,10,16,0
2009,131,6,22,0
2009,134,10,22,0
2010,138,8,29,2
2012,129,9,15,0
2009,134,10,21,1
2012,131,9,15,0
2010,135,11,22,1
2010,128,10,14,5
2009,134,10,23,1
2009,137,9,27,0
2009,143,6,36,2
2010,123,11,11,0
2010,126,10,13,3
2012,127,11,5,0
2010,129,9,16,0
2010,129,8,19,1
2010,132,8,22,0
2013,149,5,41,1
2012,167,8,56,0
2010,132,11,19,1
2012,134,9,18,0
2010,137,10,26,2
2010,137,10,25,1
2009,123,7,14,0
2009,126,9,14,0
2010,130,7,21,1
2009,125,8,14,1
2009,128,9,17,2
2009,128,11,15,0
2009,131,5,22,2
2011,125,8,16,2
2010,137,8,27,1
2010,134,8,24,1
2010,133,10,22,0
2010,130,10,17,0
2012,163,7,55,0
2011,117,10,6,1
2010,125,9,14,4
2012,132,9,6,0
2009,126,8,14,1
2009,127,10,15,0
2010,127,8,16,4
2009,128,9,17,3
2009,128,7,18,2
2009,128,9,16,1
2014,122,9,10,0
2012,148,8,37,0
2010,126,10,14,1
2010,126,11,13,0
2013,180,6,72,2
2013,135,7,24,0
2011,121,10,8,5
2012,131,8,5,0
2010,127,10,14,2
2010,129,7,20,1
2010,166,6,59,0
2010,129,10,15,0
2010,130,10,19,0
2010,130,10,20,3
2012,135,10,13,1
2011,126,11,15,0
2010,131,10,18,1
2010,131,10,19,0
2010,131,9,20,1
2010,130,6,20,0
2010,134,10,23,0
2012,137,7,23,1
2011,126,10,16,0
2013,148,5,38,0
2010,139,6,27,0
2012,146,5,35,0
2011,131,7,23,0
2010,144,9,34,0
2012,133,7,23,2
2010,128,7,19,0
2010,141,12,28,1
2013,139,7,28,0
2012,143,9,30,0
2012,125,8,13,0
2012,122,10,6,0
2013,142,7,31,0
2012,131,9,12,0
2013,149,7,34,2
2012,136,8,22,0
2012,134,7,17,0
2012,128,7,16,0
2013,139,7,27,0
2015,130,7,18,0
2013,134,7,24,0
2012,143,4,31,0
2012,145,7,33,0
2015,136,6,25,1
2012,NA,6,10,0
2012,145,7,34,0
2013,140,7,30,2
2014,118,10,6,0
2012,121,8,9,0
2011,126,8,17,0
2013,147,6,40,2
2012,114,5,6,0
2011,137,8,11,0
2012,130,8,19,0
2015,129,9,18,0
2013,137,4,26,0
2012,128,6,13,0
2012,149,12,24,0
2011,125,9,15,0
2013,145,8,34,3
2011,128,10,17,0
2012,130,8,15,4
2012,127,7,11,0
2013,144,7,35,0
2012,125,9,11,0
2012,135,10,16,0
2013,147,6,40,3
2012,132,9,16,0
2011,124,10,15,1
2012,130,7,16,0
2011,118,9,7,5
2012,123,9,5,0
2012,127,13,9,0
2012,129,7,13,0
2013,141,5,35,0
2012,125,6,14,0
2011,128,6,20,0
2014,127,8,15,0
2015,137,6,29,0
2012,129,7,16,1
2011,133,7,24,0
2012,NA,4,16,0
2012,130,6,17,0
2011,124,8,14,0
2012,129,8,14,0
2011,130,10,19,1
2012,131,9,15,0
2013,145,9,34,0
2012,132,10,17,0
2014,121,10,8,0
2013,139,8,28,0
2012,136,9,17,0
2013,134,7,25,0
2012,121,7,7,1
2012,129,9,15,1
2012,130,7,17,0
2012,124,8,11,0
2013,137,7,27,1
2012,127,7,15,1
2012,125,8,11,0
2012,126,6,13,0
2012,143,6,29,0
2012,144,7,31,0
2012,NA,7,24,0
2012,129,6,15,0
2012,138,8,21,0
2012,118,9,3,1
2015,131,9,16,0
2013,147,9,32,0
2012,138,6,16,0
2012,133,8,17,0
2012,136,9,21,1
2015,133,5,23,1
2013,144,4,33,1
2012,137,8,24,0
2012,122,9,10,0
2015,134,8,20,0
2013,138,8,27,1
2014,126,8,11,0
2012,123,9,8,0
2012,121,7,9,0
2012,161,6,51,0
2012,140,10,17,0
2013,146,8,35,1
2012,127,8,15,1
2012,NA,9,9,0
2012,145,8,30,0
2012,145,7,34,0
2013,148,10,33,0
2014,128,8,14,0
2012,149,10,28,0
2013,146,5,38,0
2012,138,8,25,0
2013,140,7,30,0
2012,NA,7,15,0
2012,141,6,26,0
2013,144,5,33,3
2016,146,6,36,0
2015,129,9,17,0
2012,NA,8,18,0
2012,131,9,12,0
2013,146,9,33,1
2012,137,11,12,0
2012,NA,5,25,0
2013,144,8,33,0
2012,127,6,14,0
2012,134,6,24,0
2012,140,5,24,0
2012,127,10,11,0
2012,137,7,25,0
2012,135,12,16,0
2017,136,7,27,0
2016,144,8,34,0
2012,129,8,14,1
2013,145,8,34,2
2012,141,8,30,0
2013,138,8,28,0
2014,121,9,9,3
2012,129,9,10,1
2013,154,5,44,0
2013,158,6,49,1
2012,126,9,12,0
2013,142,7,30,2
2012,133,6,19,0
2012,134,9,13,0
2012,144,8,34,0
2013,136,7,25,0
2012,125,7,4,0
2012,136,9,21,1
2013,158,9,43,1
2013,144,8,31,0
2013,146,8,34,0
2015,127,6,20,0
2013,150,7,36,0
2013,140,8,29,0
2013,153,4,43,1
2017,126,9,11,0
2015,133,8,22,0
2014,129,7,18,0
2016,145,7,31,0
2016,145,8,34,0
2015,131,9,18,3
2014,127,9,14,4
2014,129,9,15,0
2015,128,9,17,1
2015,133,7,21,2
2014,125,7,11,0
2015,133,7,23,0
2015,129,7,20,1
2016,137,7,26,NA
2015,125,8,13,1
2015,136,9,26,0
2014,124,9,9,0
2015,125,10,14,1
2014,127,8,17,0
2015,131,7,22,0
2015,130,9,19,4
2015,126,8,17,2
2017,124,9,13,0
2014,126,8,16,0
2016,138,6,26,0
2015,137,7,30,0
2015,131,11,19,1
2013,140,6,28,0
2013,137,7,28,2
2013,143,5,35,0
2013,142,7,31,1
2013,146,6,34,1
2013,148,9,38,0
2013,148,7,35,2
2014,128,9,18,1
2013,154,6,44,1
2015,132,7,22,0
2014,128,9,16,0
2013,142,8,31,0
2012,136,8,23,0
2013,137,7,27,2
2015,125,9,14,0
2012,117,9,4,0
2012,135,5,25,0
2012,138,8,21,0
2016,138,7,25,NA
2015,132,8,19,1
2014,122,9,10,1
2013,148,5,38,2
2014,118,6,9,0
2015,138,5,30,0
2013,140,4,33,0
2013,151,5,42,0
2014,121,9,6,1
2012,129,7,16,0
2016,138,9,25,NA
2017,124,11,12,0
2015,129,9,17,0
2015,165,5,60,0
2015,125,7,14,0
2015,127,9,16,1
2012,124,8,11,0
2012,135,7,23,0
2012,NA,6,17,0
2012,131,9,12,0
2012,135,8,23,0
2013,138,8,29,1
2012,143,6,31,0
2013,134,7,25,0
2013,142,8,32,1
2013,143,6,32,4
2013,149,7,39,0
2013,140,5,33,0
2016,134,6,19,0
2015,126,9,15,1
2013,144,7,34,3
2013,145,5,35,1
2013,146,8,34,0
2013,132,9,21,2
2015,126,7,16,2
2014,121,9,7,3
2014,128,7,13,2
2015,132,8,20,0
2013,145,7,36,0
2013,138,6,32,0
2013,158,7,51,1
2013,164,3,50,0
2014,141,9,30,1
2017,130,6,21,0
2016,140,7,28,0
2018,140,8,28,0
2015,131,9,19,2
2015,125,8,15,3
2020,134,8,22,0
2017,124,9,13,0
2016,138,7,23,3
2018,136,11,23,3
2019,123,6,13,0
2015,131,7,22,0
2016,137,8,21,1
2015,132,8,22,1
2016,143,6,34,0
2015,132,9,19,0
2017,125,8,12,0
2015,135,9,25,3
2017,132,9,21,0
2015,136,6,25,0
2018,136,8,26,0
2015,137,6,25,1
2019,127,11,12,1
2018,135,9,22,2
2017,122,8,8,1
2015,122,6,15,1
2015,127,13,13,5
2016,137,11,22,0
2015,128,9,18,3
2015,133,5,23,0
2017,131,7,15,0
2016,141,12,25,1
2016,152,8,41,0
2017,NA,6,13,0
2015,139,7,26,0
2016,152,8,42,0
2015,135,10,23,4
2014,121,4,13,0
2014,126,9,13,0
2016,143,6,31,NA
2015,131,8,17,2
2014,128,7,19,0
2016,137,6,22,NA
2015,128,6,17,0
2017,121,8,10,0
2014,131,8,21,0
2015,130,7,20,0
2015,136,6,27,0
2014,134,8,25,0
2016,149,5,40,NA
2015,128,5,21,1
2016,133,7,23,4
2015,130,9,19,0
2016,137,7,22,NA
2017,122,9,10,0
2015,129,8,17,0
2016,140,3,31,2
2017,122,9,11,0
2015,128,9,18,0
2014,139,8,27,1
2015,121,6,11,0
2015,155,6,48,0
2014,116,7,7,0
2014,135,9,12,0
2015,135,6,28,2
2015,129,7,20,0
2015,124,10,13,0
2016,128,8,15,1
2015,123,9,13,5
2017,118,9,5,0
2015,131,5,23,0
2015,127,11,12,0
2015,123,6,15,1
2016,135,6,21,0
2015,130,8,19,2
2016,148,8,38,0
2015,131,10,19,0
2015,131,6,22,1
2016,NA,3,41,0
2015,132,6,20,0
2015,134,9,23,2
2015,135,6,26,1
2015,128,9,16,0
2015,126,7,17,0
2015,132,8,21,1
2017,133,8,19,0
2016,142,10,30,1
2015,131,8,22,3
2015,134,8,24,0
2015,124,9,17,4
2016,150,8,39,0
2017,124,7,12,1
2019,NA,9,17,0
2015,137,7,27,1
2016,137,8,22,2
2015,132,10,20,0
2017,123,9,9,0
2015,126,9,15,0
2015,134,11,19,1
2015,126,8,16,3
2015,130,9,19,1
2015,128,7,18,0
2019,125,7,14,0
2015,135,7,19,0
2015,129,5,21,0
2016,133,5,20,1
2015,130,7,20,0
2015,140,7,29,0
2016,135,6,22,2
2017,127,7,14,0
2015,148,8,23,0
2017,119,9,6,1
2015,135,9,22,0
2015,137,6,26,0
2015,137,6,29,0
2017,129,9,16,0
2015,139,10,23,0
2018,136,10,22,3
2019,120,10,7,0
2015,138,5,29,0
2017,127,6,21,0
2016,147,9,35,0
2017,142,8,30,0
2015,136,6,27,0
2015,136,9,27,1
2017,120,7,12,1
2016,136,5,29,3
2017,122,9,13,1
2017,123,6,21,2
2018,130,8,21,2
2019,118,9,2,0
2017,124,8,15,0
2018,134,9,21,2
2015,122,7,13,0
2016,139,8,23,0
2015,131,8,22,0
2016,134,6,22,0
2017,120,7,11,0
2016,149,7,38,0
2017,NA,7,15,0
2016,132,4,21,NA
2016,134,6,17,NA
1980,170,6,64,0
1994,137,9,27,0
1994,140,11,29,0
2008,135,10,23,0
1994,NA,5,32,0
1997,NA,11,13,0
1984,148,6,39,0
2016,NA,6,34,0
2016,NA,8,16,0
2008,NA,7,20,0
2008,125,11,11,0
1984,NA,9,31,0
2012,NA,2,29,0
1984,NA,8,34,0
2005,138,8,27,0
2005,131,8,19,0
2005,NA,6,24,0
2016,NA,4,41,0
1995,134,11,22,3
2002,NA,1,18,0
1998,135,8,23,0
2002,NA,7,14,0
2020,141,4,33,0
2008,NA,10,24,0
1981,142,10,29,0
2008,NA,6,24,0
2006,138,9,25,0
1994,144,7,30,0
2020,137,8,23,0
1995,140,11,29,0
1984,149,9,32,0
1980,NA,12,28,0
2008,NA,9,22,0
2016,NA,6,40,0
1984,149,9,37,0
2005,162,7,36,0
2016,143,4,35,0
2016,134,7,22,0
1998,136,9,26,0
2005,NA,7,29,0
2016,148,7,39,0
1980,NA,13,19,0
1981,146,11,28,0
1998,132,8,21,0
1980,NA,8,27,0
1980,NA,11,21,0
1989,131,12,13,0
2005,141,6,28,0
2016,149,8,40,0
2016,157,6,48,0
2005,148,10,36,0
1980,NA,9,19,0
1989,NA,8,39,0
2005,NA,4,26,0
1980,NA,10,24,0
2010,134,8,23,0
1996,NA,10,28,0
1998,135,8,25,0
2020,NA,8,14,0
2005,NA,10,21,0
2020,NA,3,18,0
2016,149,7,40,0
2016,NA,3,25,0
2016,142,5,36,1
2005,NA,8,26,0
2020,NA,7,27,0
2006,138,10,26,0
1981,NA,8,19,0
1980,NA,6,24,0
2005,144,11,31,0
1998,140,9,27,0
2020,NA,4,23,0
1989,137,8,26,0
1994,NA,5,21,0
1994,NA,10,28,0
2016,NA,7,39,0
2005,144,5,35,0
1994,141,9,33,0
1998,139,10,28,0
2020,NA,8,19,0
2020,126,7,12,0
2013,143,9,28,0
2012,NA,11,11,0
2005,NA,9,28,0
2003,134,9,19,0
2005,NA,8,28,0
1986,175,NA,77,NA
1995,128,8,15,0
1998,NA,10,24,0
2016,150,8,39,0
1995,NA,9,25,0
2020,129,7,18,0
2016,NA,6,18,0
1995,140,8,31,0
1995,128,8,18,0
1995,132,11,20,0
2005,NA,8,24,0
1995,NA,8,17,0
2020,127,9,15,0
1995,155,8,47,0
1995,133,9,17,0
1996,142,8,28,0
1995,126,6,15,0
1995,NA,8,14,0
2012,133,8,15,0
1995,130,8,17,0
1985,130,9,19,0
1980,NA,8,40,3
1980,NA,7,22,0
2002,NA,5,13,0
1980,135,11,19,4
2016,NA,8,37,0
1995,NA,7,18,0
2020,NA,5,20,0
2008,147,9,34,0
1995,158,6,52,1
1995,128,9,13,0
1990,135,11,23,0
2020,NA,9,27,0
1995,142,10,34,1
1995,NA,11,13,0
2016,136,5,24,0
1995,139,8,31,0
1995,NA,8,15,0
1995,154,6,47,0
2020,134,9,22,0
2005,135,11,20,0
2020,NA,6,15,0
2016,NA,5,24,0
2005,NA,11,16,0
1980,153,11,39,3
2005,142,9,31,0
1980,NA,7,37,0
2016,NA,2,32,0
2016,150,5,44,0
1980,137,11,22,0
1980,158,9,43,0
1980,NA,12,20,0
1980,139,11,23,0
1980,136,11,22,0
1980,NA,12,25,0
1980,137,10,23,2
2016,139,8,23,0
2018,NA,5,20,0
2012,150,8,38,0
2016,NA,7,23,0
2012,NA,10,17,0
2005,NA,10,24,0
1995,129,7,18,0
1981,137,7,21,1
1995,NA,7,18,0
1985,132,8,22,0
1998,144,8,33,0
2008,NA,11,27,0
2006,NA,3,24,0
2008,NA,9,24,0
2006,NA,4,25,0
2018,133,10,20,0
1995,NA,10,14,0
1995,NA,8,17,0
2018,156,7,49,0
1995,NA,7,15,0
2017,158,7,50,0
2008,135,9,21,0
2017,NA,10,19,0
2006,NA,8,23,0
1999,NA,9,20,0
2006,137,9,25,0
1985,143,9,32,0
2008,140,4,31,0
2006,135,9,23,0
2007,NA,8,16,0
2001,159,6,52,0
1998,142,9,32,0
2006,NA,11,21,0
1995,127,7,16,0
1995,NA,9,12,0
2002,126,13,8,1
2006,136,8,26,0
2006,NA,2,25,0
2006,NA,7,33,0
2006,145,7,37,0
1990,128,12,11,1
2017,NA,8,11,0
2017,NA,7,14,0
2017,NA,8,15,0
1998,NA,9,10,0
1995,NA,10,25,0
1995,NA,9,21,0
2017,NA,2,26,0
1995,134,10,24,1
1995,NA,12,10,0
2017,NA,7,33,0
2006,NA,7,30,0
1985,130,12,16,0
2009,NA,8,11,0
2017,123,6,14,1
2009,NA,4,55,0
2006,139,9,24,0
1985,138,9,27,0
1998,121,12,1,0
2006,137,10,15,0
2009,NA,10,20,0
1995,NA,10,23,0
1995,138,14,15,0
1985,135,9,22,0
2006,NA,10,21,0
1981,NA,8,41,0
1985,140,8,27,0
1981,NA,9,19,0
1995,NA,11,12,0
2006,NA,1,26,0
2017,119,5,10,0
2012,125,9,10,0
2006,140,8,26,0
1998,142,10,30,0
1985,150,12,36,3
2006,NA,11,21,0
2020,135,6,26,0
2006,134,7,25,0
2020,142,6,37,0
1981,145,9,35,0
1981,NA,10,22,0
2017,142,6,20,0
1981,142,7,33,0
2009,119,6,8,0
1995,NA,11,29,0
2017,127,8,16,0
1990,119,9,8,0
2003,NA,5,37,0
1981,136,10,21,0
1995,126,9,15,NA
2009,129,8,19,0
1995,NA,11,14,0
1981,142,10,30,0
2003,NA,4,30,0
1995,NA,8,16,0
2017,127,6,15,0
1981,132,10,16,0
2006,NA,2,26,0
2006,NA,1,27,0
1985,143,8,33,0
1981,NA,7,38,0
1981,NA,8,19,0
1990,129,9,16,0
1981,NA,10,21,0
1995,NA,7,19,0
2020,129,6,17,0
2020,132,12,17,0
1995,128,10,16,0
1995,129,10,15,0
1987,139,10,28,1
1981,NA,9,15,0
1981,NA,9,16,0
2006,NA,8,24,0
2017,128,9,16,0
1995,130,8,18,0
1995,128,8,16,0
2006,136,9,23,0
2003,138,9,28,0
1985,148,8,36,1
2006,NA,5,28,0
1981,139,8,17,1
1995,128,10,14,0
2003,135,11,21,0
1981,152,7,41,0
1995,133,8,23,0
2017,150,5,47,0
1995,132,9,16,0
2003,NA,3,23,0
2006,NA,10,26,0
2006,NA,12,21,0
2017,132,8,16,0
2017,NA,9,16,0
2006,NA,12,19,0
1995,128,11,15,0
2009,NA,4,20,0
1981,NA,9,19,0
1995,145,11,25,NA
1981,NA,11,41,0
1998,142,9,30,0
1981,NA,10,19,0
1981,143,6,35,0
1981,144,9,33,0
1995,137,10,19,0
1981,144,8,34,0
1998,140,12,25,0
1995,146,8,18,NA
1995,138,12,16,NA
1991,137,11,18,1
1995,NA,13,24,0
1981,NA,13,22,0
1995,NA,8,44,0
1981,NA,8,30,0
1981,140,10,31,0
1995,131,9,14,NA
2021,NA,7,29,0
1995,145,11,23,NA
2021,140,7,28,0
1995,143,7,26,0
2017,117,8,5,0
2017,116,11,3,0
1998,NA,5,38,0
2021,NA,6,8,0
1995,142,11,20,NA
2006,NA,10,24,0
2010,142,6,32,0
1981,NA,8,23,0
1998,145,4,28,0
1986,148,10,34,0
2021,123,10,7,0
2003,NA,8,19,0
2003,123,9,10,0
1995,134,10,12,NA
1995,136,10,17,0
2009,NA,2,13,0
1995,131,10,12,NA
2006,136,8,26,0
1981,132,NA,21,NA
1981,134,8,18,0
1981,NA,10,26,0
2017,132,6,24,2
1995,NA,10,17,0
2021,123,9,12,1
2006,NA,10,25,0
2006,NA,10,27,0
2021,NA,9,18,0
1981,143,10,30,0
1981,135,4,21,0
2021,127,7,17,0
1996,141,10,29,0
1986,NA,10,42,0
1995,142,9,23,NA
